especificacao,categoria,subcategoria,trimestre,periodo,ano,mes,quantidade
Vinterna.Planos,Vinterna,Planos,4,Nov_2017,2017,Nov,853.0
Vinterna.Longos,Vinterna,Longos,4,Nov_2017,2017,Nov,574.0
Vinterna.Placas,Vinterna,Placas,4,Nov_2017,2017,Nov,12.0
Vinterna.Blocos,Vinterna,Blocos,4,Nov_2017,2017,Nov,30.0
Vexterna.Planos,Vexterna,Planos,4,Nov_2017,2017,Nov,335.625
Vexterna.Longos,Vexterna,Longos,4,Nov_2017,2017,Nov,198.676
Vexterna.Placas,Vexterna,Placas,4,Nov_2017,2017,Nov,680.408
Vexterna.Blocos,Vexterna,Blocos,4,Nov_2017,2017,Nov,55.937
Cexterior.Planos,Cexterior,Planos,4,Nov_2017,2017,Nov,345.0
Cexterior.Longos,Cexterior,Longos,4,Nov_2017,2017,Nov,194.0
Cexterior.Placas,Cexterior,Placas,4,Nov_2017,2017,Nov,742.0
Cexterior.Blocos,Cexterior,Blocos,4,Nov_2017,2017,Nov,19.0
Importacao.Planos,Importacao,Planos,4,Nov_2017,2017,Nov,123.0
Importacao.Longos,Importacao,Longos,4,Nov_2017,2017,Nov,41.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Nov_2017,2017,Nov,2.0
Caparente.Planos,Caparente,Planos,4,Nov_2017,2017,Nov,988.0
Caparente.Longos,Caparente,Longos,4,Nov_2017,2017,Nov,646.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Dez_2017,2017,Dez,2868.0
Producao.Planos,Producao,Planos,4,Dez_2017,2017,Dez,1095.0
Producao.Longos,Producao,Longos,4,Dez_2017,2017,Dez,697.0
Producao.Placas,Producao,Placas,4,Dez_2017,2017,Dez,846.0
Producao.Blocos,Producao,Blocos,4,Dez_2017,2017,Dez,148.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Dez_2017,2017,Dez,2432.557
Vinterna.Planos,Vinterna,Planos,4,Dez_2017,2017,Dez,911.0
Vinterna.Longos,Vinterna,Longos,4,Dez_2017,2017,Dez,495.0
Vinterna.Placas,Vinterna,Placas,4,Dez_2017,2017,Dez,8.0
Vinterna.Blocos,Vinterna,Blocos,4,Dez_2017,2017,Dez,21.0
Vexterna.Planos,Vexterna,Planos,4,Dez_2017,2017,Dez,298.155
Vexterna.Longos,Vexterna,Longos,4,Dez_2017,2017,Dez,198.766
Vexterna.Placas,Vexterna,Placas,4,Dez_2017,2017,Dez,780.117
Vexterna.Blocos,Vexterna,Blocos,4,Dez_2017,2017,Dez,125.501
Cexterior.Planos,Cexterior,Planos,4,Dez_2017,2017,Dez,388.0
Cexterior.Longos,Cexterior,Longos,4,Dez_2017,2017,Dez,197.0
Cexterior.Placas,Cexterior,Placas,4,Dez_2017,2017,Dez,785.0
Cexterior.Blocos,Cexterior,Blocos,4,Dez_2017,2017,Dez,113.0
Importacao.Planos,Importacao,Planos,4,Dez_2017,2017,Dez,105.0
Importacao.Longos,Importacao,Longos,4,Dez_2017,2017,Dez,40.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Dez_2017,2017,Dez,1.0
Caparente.Planos,Caparente,Planos,4,Dez_2017,2017,Dez,1024.0
Caparente.Longos,Caparente,Longos,4,Dez_2017,2017,Dez,556.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2018,2018,Jan,2914.0
Producao.Planos,Producao,Planos,1,Jan_2018,2018,Jan,1159.0
Producao.Longos,Producao,Longos,1,Jan_2018,2018,Jan,764.0
Producao.Placas,Producao,Placas,1,Jan_2018,2018,Jan,685.0
Producao.Blocos,Producao,Blocos,1,Jan_2018,2018,Jan,130.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2018,2018,Jan,2368.131
Vinterna.Planos,Vinterna,Planos,1,Jan_2018,2018,Jan,828.0
Vinterna.Longos,Vinterna,Longos,1,Jan_2018,2018,Jan,603.0
Vinterna.Placas,Vinterna,Placas,1,Jan_2018,2018,Jan,7.0
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2018,2018,Jan,34.0
Vexterna.Planos,Vexterna,Planos,1,Jan_2018,2018,Jan,238.659
Vexterna.Longos,Vexterna,Longos,1,Jan_2018,2018,Jan,131.933
Vexterna.Placas,Vexterna,Placas,1,Jan_2018,2018,Jan,706.142
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2018,2018,Jan,122.621
Cexterior.Planos,Cexterior,Planos,1,Jan_2018,2018,Jan,286.0
Cexterior.Longos,Cexterior,Longos,1,Jan_2018,2018,Jan,202.0
Cexterior.Placas,Cexterior,Placas,1,Jan_2018,2018,Jan,834.0
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2018,2018,Jan,30.0
Importacao.Planos,Importacao,Planos,1,Jan_2018,2018,Jan,150.0
Importacao.Longos,Importacao,Longos,1,Jan_2018,2018,Jan,65.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2018,2018,Jan,2.0
Caparente.Planos,Caparente,Planos,1,Jan_2018,2018,Jan,987.0
Caparente.Longos,Caparente,Longos,1,Jan_2018,2018,Jan,704.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2018,2018,Fev,2766.0
Producao.Planos,Producao,Planos,1,Fev_2018,2018,Fev,1088.0
Producao.Longos,Producao,Longos,1,Fev_2018,2018,Fev,773.0
Producao.Placas,Producao,Placas,1,Fev_2018,2018,Fev,601.0
Producao.Blocos,Producao,Blocos,1,Fev_2018,2018,Fev,113.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Fev_2018,2018,Fev,2170.824
Vinterna.Planos,Vinterna,Planos,1,Fev_2018,2018,Fev,843.0
Vinterna.Longos,Vinterna,Longos,1,Fev_2018,2018,Fev,581.0
Vinterna.Placas,Vinterna,Placas,1,Fev_2018,2018,Fev,6.0
Vinterna.Blocos,Vinterna,Blocos,1,Fev_2018,2018,Fev,35.0
Vexterna.Planos,Vexterna,Planos,1,Fev_2018,2018,Fev,145.613
Vexterna.Longos,Vexterna,Longos,1,Fev_2018,2018,Fev,138.549
Vexterna.Placas,Vexterna,Placas,1,Fev_2018,2018,Fev,575.625
Vexterna.Blocos,Vexterna,Blocos,1,Fev_2018,2018,Fev,74.34
Cexterior.Planos,Cexterior,Planos,1,Fev_2018,2018,Fev,262.0
Cexterior.Longos,Cexterior,Longos,1,Fev_2018,2018,Fev,136.0
Cexterior.Placas,Cexterior,Placas,1,Fev_2018,2018,Fev,616.0
Cexterior.Blocos,Cexterior,Blocos,1,Fev_2018,2018,Fev,20.0
Importacao.Planos,Importacao,Planos,1,Fev_2018,2018,Fev,87.0
Importacao.Longos,Importacao,Longos,1,Fev_2018,2018,Fev,60.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Fev_2018,2018,Fev,11.0
Caparente.Planos,Caparente,Planos,1,Fev_2018,2018,Fev,936.0
Caparente.Longos,Caparente,Longos,1,Fev_2018,2018,Fev,688.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Mar_2018,2018,Mar,3113.0
Producao.Planos,Producao,Planos,1,Mar_2018,2018,Mar,1265.0
Producao.Longos,Producao,Longos,1,Mar_2018,2018,Mar,865.0
Producao.Placas,Producao,Placas,1,Mar_2018,2018,Mar,734.0
Producao.Blocos,Producao,Blocos,1,Mar_2018,2018,Mar,113.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Mar_2018,2018,Mar,2442.014
Vinterna.Planos,Vinterna,Planos,1,Mar_2018,2018,Mar,968.0
Vinterna.Longos,Vinterna,Longos,1,Mar_2018,2018,Mar,624.0
Vinterna.Placas,Vinterna,Placas,1,Mar_2018,2018,Mar,9.0
Vinterna.Blocos,Vinterna,Blocos,1,Mar_2018,2018,Mar,35.0
Vexterna.Planos,Vexterna,Planos,1,Mar_2018,2018,Mar,229.787
Vexterna.Longos,Vexterna,Longos,1,Mar_2018,2018,Mar,202.091
Vexterna.Placas,Vexterna,Placas,1,Mar_2018,2018,Mar,717.602
Vexterna.Blocos,Vexterna,Blocos,1,Mar_2018,2018,Mar,78.787
Cexterior.Planos,Cexterior,Planos,1,Mar_2018,2018,Mar,307.0
Cexterior.Longos,Cexterior,Longos,1,Mar_2018,2018,Mar,169.0
Cexterior.Placas,Cexterior,Placas,1,Mar_2018,2018,Mar,700.0
Cexterior.Blocos,Cexterior,Blocos,1,Mar_2018,2018,Mar,16.0
Importacao.Planos,Importacao,Planos,1,Mar_2018,2018,Mar,151.0
Importacao.Longos,Importacao,Longos,1,Mar_2018,2018,Mar,61.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Mar_2018,2018,Mar,1.0
Caparente.Planos,Caparente,Planos,1,Mar_2018,2018,Mar,1128.0
Caparente.Longos,Caparente,Longos,1,Mar_2018,2018,Mar,720.0
Producao.Aco Bruto,Producao,Aco Bruto,2,Abr_2018,2018,Abr,2995.0
Producao.Planos,Producao,Planos,2,Abr_2018,2018,Abr,1221.0
Producao.Longos,Producao,Longos,2,Abr_2018,2018,Abr,817.0
Producao.Placas,Producao,Placas,2,Abr_2018,2018,Abr,682.0
Producao.Blocos,Producao,Blocos,2,Abr_2018,2018,Abr,99.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Abr_2018,2018,Abr,2356.472
Vinterna.Planos,Vinterna,Planos,2,Abr_2018,2018,Abr,893.0
Vinterna.Longos,Vinterna,Longos,2,Abr_2018,2018,Abr,615.0
Vinterna.Placas,Vinterna,Placas,2,Abr_2018,2018,Abr,7.0
Vinterna.Blocos,Vinterna,Blocos,2,Abr_2018,2018,Abr,28.0
Vexterna.Planos,Vexterna,Planos,2,Abr_2018,2018,Abr,195.186
Vexterna.Longos,Vexterna,Longos,2,Abr_2018,2018,Abr,130.44
Vexterna.Placas,Vexterna,Placas,2,Abr_2018,2018,Abr,661.738
Vexterna.Blocos,Vexterna,Blocos,2,Abr_2018,2018,Abr,75.749
Cexterior.Planos,Cexterior,Planos,2,Abr_2018,2018,Abr,192.0
Cexterior.Longos,Cexterior,Longos,2,Abr_2018,2018,Abr,187.0
Cexterior.Placas,Cexterior,Placas,2,Abr_2018,2018,Abr,707.0
Cexterior.Blocos,Cexterior,Blocos,2,Abr_2018,2018,Abr,12.0
Importacao.Planos,Importacao,Planos,2,Abr_2018,2018,Abr,154.0
Importacao.Longos,Importacao,Longos,2,Abr_2018,2018,Abr,44.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Abr_2018,2018,Abr,4.0
Caparente.Planos,Caparente,Planos,2,Abr_2018,2018,Abr,1054.0
Caparente.Longos,Caparente,Longos,2,Abr_2018,2018,Abr,691.0
Producao.Aco Bruto,Producao,Aco Bruto,2,Mai_2018,2018,Mai,2724.0
Producao.Planos,Producao,Planos,2,Mai_2018,2018,Mai,1291.0
Producao.Longos,Producao,Longos,2,Mai_2018,2018,Mai,735.0
Producao.Placas,Producao,Placas,2,Mai_2018,2018,Mai,719.0
Producao.Blocos,Producao,Blocos,2,Mai_2018,2018,Mai,79.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Mai_2018,2018,Mai,2239.203
Vinterna.Planos,Vinterna,Planos,2,Mai_2018,2018,Mai,649.0
Vinterna.Longos,Vinterna,Longos,2,Mai_2018,2018,Mai,520.0
Vinterna.Placas,Vinterna,Placas,2,Mai_2018,2018,Mai,3.0
Vinterna.Blocos,Vinterna,Blocos,2,Mai_2018,2018,Mai,14.0
Vexterna.Planos,Vexterna,Planos,2,Mai_2018,2018,Mai,276.623
Vexterna.Longos,Vexterna,Longos,2,Mai_2018,2018,Mai,140.727
Vexterna.Placas,Vexterna,Placas,2,Mai_2018,2018,Mai,767.067
Vexterna.Blocos,Vexterna,Blocos,2,Mai_2018,2018,Mai,66.778
Cexterior.Planos,Cexterior,Planos,2,Mai_2018,2018,Mai,182.0
Cexterior.Longos,Cexterior,Longos,2,Mai_2018,2018,Mai,119.0
Cexterior.Placas,Cexterior,Placas,2,Mai_2018,2018,Mai,437.0
Cexterior.Blocos,Cexterior,Blocos,2,Mai_2018,2018,Mai,15.0
Importacao.Planos,Importacao,Planos,2,Mai_2018,2018,Mai,139.0
Importacao.Longos,Importacao,Longos,2,Mai_2018,2018,Mai,61.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Mai_2018,2018,Mai,42.0
Caparente.Planos,Caparente,Planos,2,Mai_2018,2018,Mai,789.0
Caparente.Longos,Caparente,Longos,2,Mai_2018,2018,Mai,606.0
Producao.Aco Bruto,Producao,Aco Bruto,2,Jun_2018,2018,Jun,2970.0
Producao.Planos,Producao,Planos,2,Jun_2018,2018,Jun,1134.0
Producao.Longos,Producao,Longos,2,Jun_2018,2018,Jun,784.0
Producao.Placas,Producao,Placas,2,Jun_2018,2018,Jun,738.0
Producao.Blocos,Producao,Blocos,2,Jun_2018,2018,Jun,66.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Jun_2018,2018,Jun,2374.735
Vinterna.Planos,Vinterna,Planos,2,Jun_2018,2018,Jun,1076.0
Vinterna.Longos,Vinterna,Longos,2,Jun_2018,2018,Jun,715.0
Vinterna.Placas,Vinterna,Placas,2,Jun_2018,2018,Jun,10.0
Vinterna.Blocos,Vinterna,Blocos,2,Jun_2018,2018,Jun,17.0
Vexterna.Planos,Vexterna,Planos,2,Jun_2018,2018,Jun,183.353
Vexterna.Longos,Vexterna,Longos,2,Jun_2018,2018,Jun,151.872
Vexterna.Placas,Vexterna,Placas,2,Jun_2018,2018,Jun,668.673
Vexterna.Blocos,Vexterna,Blocos,2,Jun_2018,2018,Jun,47.382
Cexterior.Planos,Cexterior,Planos,2,Jun_2018,2018,Jun,240.0
Cexterior.Longos,Cexterior,Longos,2,Jun_2018,2018,Jun,164.0
Cexterior.Placas,Cexterior,Placas,2,Jun_2018,2018,Jun,1034.0
Cexterior.Blocos,Cexterior,Blocos,2,Jun_2018,2018,Jun,13.0
Importacao.Planos,Importacao,Planos,2,Jun_2018,2018,Jun,158.0
Importacao.Longos,Importacao,Longos,2,Jun_2018,2018,Jun,70.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Jun_2018,2018,Jun,3.0
Caparente.Planos,Caparente,Planos,2,Jun_2018,2018,Jun,1243.0
Caparente.Longos,Caparente,Longos,2,Jun_2018,2018,Jun,804.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Jul_2018,2018,Jul,3086.0
Producao.Planos,Producao,Planos,3,Jul_2018,2018,Jul,1143.0
Producao.Longos,Producao,Longos,3,Jul_2018,2018,Jul,804.0
Producao.Placas,Producao,Placas,3,Jul_2018,2018,Jul,846.0
Producao.Blocos,Producao,Blocos,3,Jul_2018,2018,Jul,75.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Jul_2018,2018,Jul,2481.177
Vinterna.Planos,Vinterna,Planos,3,Jul_2018,2018,Jul,977.0
Vinterna.Longos,Vinterna,Longos,3,Jul_2018,2018,Jul,664.0
Vinterna.Placas,Vinterna,Placas,3,Jul_2018,2018,Jul,12.0
Vinterna.Blocos,Vinterna,Blocos,3,Jul_2018,2018,Jul,22.0
Vexterna.Planos,Vexterna,Planos,3,Jul_2018,2018,Jul,255.516
Vexterna.Longos,Vexterna,Longos,3,Jul_2018,2018,Jul,154.958
Vexterna.Placas,Vexterna,Placas,3,Jul_2018,2018,Jul,752.229
Vexterna.Blocos,Vexterna,Blocos,3,Jul_2018,2018,Jul,55.249
Cexterior.Planos,Cexterior,Planos,3,Jul_2018,2018,Jul,143.0
Cexterior.Longos,Cexterior,Longos,3,Jul_2018,2018,Jul,124.0
Cexterior.Placas,Cexterior,Placas,3,Jul_2018,2018,Jul,689.0
Cexterior.Blocos,Cexterior,Blocos,3,Jul_2018,2018,Jul,28.0
Importacao.Planos,Importacao,Planos,3,Jul_2018,2018,Jul,142.0
Importacao.Longos,Importacao,Longos,3,Jul_2018,2018,Jul,71.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Jul_2018,2018,Jul,3.0
Caparente.Planos,Caparente,Planos,3,Jul_2018,2018,Jul,1130.0
Caparente.Longos,Caparente,Longos,3,Jul_2018,2018,Jul,761.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Ago_2018,2018,Ago,2914.0
Producao.Planos,Producao,Planos,3,Ago_2018,2018,Ago,1087.0
Producao.Longos,Producao,Longos,3,Ago_2018,2018,Ago,819.0
Producao.Placas,Producao,Placas,3,Ago_2018,2018,Ago,803.0
Producao.Blocos,Producao,Blocos,3,Ago_2018,2018,Ago,91.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Ago_2018,2018,Ago,2349.081
Vinterna.Planos,Vinterna,Planos,3,Ago_2018,2018,Ago,1004.0
Vinterna.Longos,Vinterna,Longos,3,Ago_2018,2018,Ago,712.0
Vinterna.Placas,Vinterna,Placas,3,Ago_2018,2018,Ago,17.0
Vinterna.Blocos,Vinterna,Blocos,3,Ago_2018,2018,Ago,26.0
Vexterna.Planos,Vexterna,Planos,3,Ago_2018,2018,Ago,150.062
Vexterna.Longos,Vexterna,Longos,3,Ago_2018,2018,Ago,171.728
Vexterna.Placas,Vexterna,Placas,3,Ago_2018,2018,Ago,739.988
Vexterna.Blocos,Vexterna,Blocos,3,Ago_2018,2018,Ago,59.654
Cexterior.Planos,Cexterior,Planos,3,Ago_2018,2018,Ago,363.0
Cexterior.Longos,Cexterior,Longos,3,Ago_2018,2018,Ago,139.0
Cexterior.Placas,Cexterior,Placas,3,Ago_2018,2018,Ago,99.0
Cexterior.Blocos,Cexterior,Blocos,3,Ago_2018,2018,Ago,1.0
Importacao.Planos,Importacao,Planos,3,Ago_2018,2018,Ago,137.0
Importacao.Longos,Importacao,Longos,3,Ago_2018,2018,Ago,45.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Ago_2018,2018,Ago,64.0
Caparente.Planos,Caparente,Planos,3,Ago_2018,2018,Ago,1158.0
Caparente.Longos,Caparente,Longos,3,Ago_2018,2018,Ago,794.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Set_2018,2018,Set,3081.0
Producao.Planos,Producao,Planos,3,Set_2018,2018,Set,1293.0
Producao.Longos,Producao,Longos,3,Set_2018,2018,Set,814.0
Producao.Placas,Producao,Placas,3,Set_2018,2018,Set,676.0
Producao.Blocos,Producao,Blocos,3,Set_2018,2018,Set,94.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Set_2018,2018,Set,2532.742
Vinterna.Planos,Vinterna,Planos,3,Set_2018,2018,Set,954.0
Vinterna.Longos,Vinterna,Longos,3,Set_2018,2018,Set,694.0
Vinterna.Placas,Vinterna,Placas,3,Set_2018,2018,Set,17.0
Vinterna.Blocos,Vinterna,Blocos,3,Set_2018,2018,Set,43.0
Vexterna.Planos,Vexterna,Planos,3,Set_2018,2018,Set,232.919
Vexterna.Longos,Vexterna,Longos,3,Set_2018,2018,Set,145.255
Vexterna.Placas,Vexterna,Placas,3,Set_2018,2018,Set,714.088
Vexterna.Blocos,Vexterna,Blocos,3,Set_2018,2018,Set,83.785
Cexterior.Planos,Cexterior,Planos,3,Set_2018,2018,Set,98.0
Cexterior.Longos,Cexterior,Longos,3,Set_2018,2018,Set,118.0
Cexterior.Placas,Cexterior,Placas,3,Set_2018,2018,Set,822.0
Cexterior.Blocos,Cexterior,Blocos,3,Set_2018,2018,Set,17.0
Importacao.Planos,Importacao,Planos,3,Set_2018,2018,Set,140.0
Importacao.Longos,Importacao,Longos,3,Set_2018,2018,Set,49.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Set_2018,2018,Set,36.0
Caparente.Planos,Caparente,Planos,3,Set_2018,2018,Set,1112.0
Caparente.Longos,Caparente,Longos,3,Set_2018,2018,Set,787.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Out_2018,2018,Out,3224.0
Producao.Planos,Producao,Planos,4,Out_2018,2018,Out,1268.0
Producao.Longos,Producao,Longos,4,Out_2018,2018,Out,861.0
Producao.Placas,Producao,Placas,4,Out_2018,2018,Out,826.0
Producao.Blocos,Producao,Blocos,4,Out_2018,2018,Out,79.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Out_2018,2018,Out,2556.997
Vinterna.Planos,Vinterna,Planos,4,Out_2018,2018,Out,979.0
Vinterna.Longos,Vinterna,Longos,4,Out_2018,2018,Out,634.0
Vinterna.Placas,Vinterna,Placas,4,Out_2018,2018,Out,11.0
Vinterna.Blocos,Vinterna,Blocos,4,Out_2018,2018,Out,26.0
Vexterna.Planos,Vexterna,Planos,4,Out_2018,2018,Out,125.815
Vexterna.Longos,Vexterna,Longos,4,Out_2018,2018,Out,142.116
Vexterna.Placas,Vexterna,Placas,4,Out_2018,2018,Out,850.389
Vexterna.Blocos,Vexterna,Blocos,4,Out_2018,2018,Out,54.388
Cexterior.Planos,Cexterior,Planos,4,Out_2018,2018,Out,253.0
Cexterior.Longos,Cexterior,Longos,4,Out_2018,2018,Out,154.0
Cexterior.Placas,Cexterior,Placas,4,Out_2018,2018,Out,1395.0
Cexterior.Blocos,Cexterior,Blocos,4,Out_2018,2018,Out,20.0
Importacao.Planos,Importacao,Planos,4,Out_2018,2018,Out,79.0
Importacao.Longos,Importacao,Longos,4,Out_2018,2018,Out,44.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Out_2018,2018,Out,2.0
Caparente.Planos,Caparente,Planos,4,Out_2018,2018,Out,1069.0
Caparente.Longos,Caparente,Longos,4,Out_2018,2018,Out,705.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Nov_2018,2018,Nov,2911.0
Producao.Planos,Producao,Planos,4,Nov_2018,2018,Nov,1233.0
Producao.Longos,Producao,Longos,4,Nov_2018,2018,Nov,821.0
Producao.Placas,Producao,Placas,4,Nov_2018,2018,Nov,693.0
Producao.Blocos,Producao,Blocos,4,Nov_2018,2018,Nov,80.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Nov_2018,2018,Nov,2345.018
Vinterna.Planos,Vinterna,Planos,4,Nov_2018,2018,Nov,966.0
Vinterna.Longos,Vinterna,Longos,4,Nov_2018,2018,Nov,582.0
Vinterna.Placas,Vinterna,Placas,4,Nov_2018,2018,Nov,17.0
Vinterna.Blocos,Vinterna,Blocos,4,Nov_2018,2018,Nov,23.0
Vexterna.Planos,Vexterna,Planos,4,Nov_2018,2018,Nov,334.136
Vexterna.Longos,Vexterna,Longos,4,Nov_2018,2018,Nov,162.494
Vexterna.Placas,Vexterna,Placas,4,Nov_2018,2018,Nov,605.788
Vexterna.Blocos,Vexterna,Blocos,4,Nov_2018,2018,Nov,54.727
Cexterior.Planos,Cexterior,Planos,4,Nov_2018,2018,Nov,334.0
Cexterior.Longos,Cexterior,Longos,4,Nov_2018,2018,Nov,157.0
Cexterior.Placas,Cexterior,Placas,4,Nov_2018,2018,Nov,784.0
Cexterior.Blocos,Cexterior,Blocos,4,Nov_2018,2018,Nov,40.0
Importacao.Planos,Importacao,Planos,4,Nov_2018,2018,Nov,120.0
Importacao.Longos,Importacao,Longos,4,Nov_2018,2018,Nov,50.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Nov_2018,2018,Nov,2.0
Caparente.Planos,Caparente,Planos,4,Nov_2018,2018,Nov,1104.0
Caparente.Longos,Caparente,Longos,4,Nov_2018,2018,Nov,657.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Dez_2018,2018,Dez,2709.0
Producao.Planos,Producao,Planos,4,Dez_2018,2018,Dez,1075.0
Producao.Longos,Producao,Longos,4,Dez_2018,2018,Dez,582.0
Producao.Placas,Producao,Placas,4,Dez_2018,2018,Dez,758.0
Producao.Blocos,Producao,Blocos,4,Dez_2018,2018,Dez,137.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Dez_2018,2018,Dez,2438.691
Vinterna.Planos,Vinterna,Planos,4,Dez_2018,2018,Dez,893.0
Vinterna.Longos,Vinterna,Longos,4,Dez_2018,2018,Dez,494.0
Vinterna.Placas,Vinterna,Placas,4,Dez_2018,2018,Dez,10.0
Vinterna.Blocos,Vinterna,Blocos,4,Dez_2018,2018,Dez,23.0
Vexterna.Planos,Vexterna,Planos,4,Dez_2018,2018,Dez,280.132
Vexterna.Longos,Vexterna,Longos,4,Dez_2018,2018,Dez,198.427
Vexterna.Placas,Vexterna,Placas,4,Dez_2018,2018,Dez,961.671
Vexterna.Blocos,Vexterna,Blocos,4,Dez_2018,2018,Dez,104.213
Cexterior.Planos,Cexterior,Planos,4,Dez_2018,2018,Dez,259.0
Cexterior.Longos,Cexterior,Longos,4,Dez_2018,2018,Dez,162.0
Cexterior.Placas,Cexterior,Placas,4,Dez_2018,2018,Dez,840.0
Cexterior.Blocos,Cexterior,Blocos,4,Dez_2018,2018,Dez,26.0
Importacao.Planos,Importacao,Planos,4,Dez_2018,2018,Dez,116.0
Importacao.Longos,Importacao,Longos,4,Dez_2018,2018,Dez,41.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Dez_2018,2018,Dez,3.0
Caparente.Planos,Caparente,Planos,4,Dez_2018,2018,Dez,1019.0
Caparente.Longos,Caparente,Longos,4,Dez_2018,2018,Dez,561.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2019,2019,Jan,3020.806
Producao.Planos,Producao,Planos,1,Jan_2019,2019,Jan,1105.847
Producao.Longos,Producao,Longos,1,Jan_2019,2019,Jan,800.838
Producao.Placas,Producao,Placas,1,Jan_2019,2019,Jan,646.051
Producao.Blocos,Producao,Blocos,1,Jan_2019,2019,Jan,91.043
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2019,2019,Jan,2451.106
Vinterna.Planos,Vinterna,Planos,1,Jan_2019,2019,Jan,781.6410000000001
Vinterna.Longos,Vinterna,Longos,1,Jan_2019,2019,Jan,623.245
Vinterna.Placas,Vinterna,Placas,1,Jan_2019,2019,Jan,8.497
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2019,2019,Jan,29.732
Vexterna.Planos,Vexterna,Planos,1,Jan_2019,2019,Jan,156.984
Vexterna.Longos,Vexterna,Longos,1,Jan_2019,2019,Jan,175.077
Vexterna.Placas,Vexterna,Placas,1,Jan_2019,2019,Jan,720.361
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2019,2019,Jan,64.921
Cexterior.Planos,Cexterior,Planos,1,Jan_2019,2019,Jan,314.52
Cexterior.Longos,Cexterior,Longos,1,Jan_2019,2019,Jan,228.786
Cexterior.Placas,Cexterior,Placas,1,Jan_2019,2019,Jan,1000.694
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2019,2019,Jan,39.373
Importacao.Planos,Importacao,Planos,1,Jan_2019,2019,Jan,118.178
Importacao.Longos,Importacao,Longos,1,Jan_2019,2019,Jan,55.907
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2019,2019,Jan,2.91
Caparente.Planos,Caparente,Planos,1,Jan_2019,2019,Jan,909.245
Caparente.Longos,Caparente,Longos,1,Jan_2019,2019,Jan,708.417
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2019,2019,Fev,2746.747
Producao.Planos,Producao,Planos,1,Fev_2019,2019,Fev,1029.166
Producao.Longos,Producao,Longos,1,Fev_2019,2019,Fev,835.92
Producao.Placas,Producao,Placas,1,Fev_2019,2019,Fev,632.475
Producao.Blocos,Producao,Blocos,1,Fev_2019,2019,Fev,70.15
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Fev_2019,2019,Fev,2200.532
