especificacao,categoria,subcategoria,trimestre,periodo,ano,mes,quantidade
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2013,2013,Jan,2769.437
Producao.Planos,Producao,Planos,1,Jan_2013,2013,Jan,1202.482
Producao.Longos,Producao,Longos,1,Jan_2013,2013,Jan,848.959
Producao.Placas,Producao,Placas,1,Jan_2013,2013,Jan,394.66
Producao.Blocos,Producao,Blocos,1,Jan_2013,2013,Jan,75.711
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2013,2013,Jan,2178.041
Vinterna.Planos,Vinterna,Planos,1,Jan_2013,2013,Jan,1088.146
Vinterna.Longos,Vinterna,Longos,1,Jan_2013,2013,Jan,764.685
Vinterna.Placas,Vinterna,Placas,1,Jan_2013,2013,Jan,31.043
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2013,2013,Jan,21.945
Vexterna.Planos,Vexterna,Planos,1,Jan_2013,2013,Jan,178.471
Vexterna.Longos,Vexterna,Longos,1,Jan_2013,2013,Jan,70.155
Vexterna.Placas,Vexterna,Placas,1,Jan_2013,2013,Jan,426.772
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2013,2013,Jan,41.968
Cexterior.Planos,Cexterior,Planos,1,Jan_2013,2013,Jan,211.669
Cexterior.Longos,Cexterior,Longos,1,Jan_2013,2013,Jan,119.328
Cexterior.Placas,Cexterior,Placas,1,Jan_2013,2013,Jan,547.595
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2013,2013,Jan,54.265
Importacao.Planos,Importacao,Planos,1,Jan_2013,2013,Jan,140.752
Importacao.Longos,Importacao,Longos,1,Jan_2013,2013,Jan,136.901
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2013,2013,Jan,1.196
Caparente.Planos,Caparente,Planos,1,Jan_2013,2013,Jan,1261.809
Caparente.Longos,Caparente,Longos,1,Jan_2013,2013,Jan,905.896
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2013,2013,Fev,2574.894
Producao.Planos,Producao,Planos,1,Fev_2013,2013,Fev,1144.078
Producao.Longos,Producao,Longos,1,Fev_2013,2013,Fev,798.758
Producao.Placas,Producao,Placas,1,Fev_2013,2013,Fev,417.568
Producao.Blocos,Producao,Blocos,1,Fev_2013,2013,Fev,63.225
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Fev_2013,2013,Fev,1999.501
Vinterna.Planos,Vinterna,Planos,1,Fev_2013,2013,Fev,1019.531
Vinterna.Longos,Vinterna,Longos,1,Fev_2013,2013,Fev,734.679
Vinterna.Placas,Vinterna,Placas,1,Fev_2013,2013,Fev,19.015
Vinterna.Blocos,Vinterna,Blocos,1,Fev_2013,2013,Fev,18.394
Vexterna.Planos,Vexterna,Planos,1,Fev_2013,2013,Fev,159.736
Vexterna.Longos,Vexterna,Longos,1,Fev_2013,2013,Fev,104.538
Vexterna.Placas,Vexterna,Placas,1,Fev_2013,2013,Fev,354.891
Vexterna.Blocos,Vexterna,Blocos,1,Fev_2013,2013,Fev,9.517
Cexterior.Planos,Cexterior,Planos,1,Fev_2013,2013,Fev,207.611
Cexterior.Longos,Cexterior,Longos,1,Fev_2013,2013,Fev,108.79
Cexterior.Placas,Cexterior,Placas,1,Fev_2013,2013,Fev,453.566
Cexterior.Blocos,Cexterior,Blocos,1,Fev_2013,2013,Fev,45.36
Importacao.Planos,Importacao,Planos,1,Fev_2013,2013,Fev,155.913
Importacao.Longos,Importacao,Longos,1,Fev_2013,2013,Fev,138.298
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Fev_2013,2013,Fev,0.16
Caparente.Planos,Caparente,Planos,1,Fev_2013,2013,Fev,1195.402
Caparente.Longos,Caparente,Longos,1,Fev_2013,2013,Fev,874.438
Producao.Aco Bruto,Producao,Aco Bruto,1,Mar_2013,2013,Mar,2858.521
Producao.Planos,Producao,Planos,1,Mar_2013,2013,Mar,1261.646
Producao.Longos,Producao,Longos,1,Mar_2013,2013,Mar,932.738
Producao.Placas,Producao,Placas,1,Mar_2013,2013,Mar,435.452
Producao.Blocos,Producao,Blocos,1,Mar_2013,2013,Mar,115.274
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Mar_2013,2013,Mar,2157.547
Vinterna.Planos,Vinterna,Planos,1,Mar_2013,2013,Mar,1141.455
Vinterna.Longos,Vinterna,Longos,1,Mar_2013,2013,Mar,864.77
Vinterna.Placas,Vinterna,Placas,1,Mar_2013,2013,Mar,28.417
Vinterna.Blocos,Vinterna,Blocos,1,Mar_2013,2013,Mar,28.223
Vexterna.Planos,Vexterna,Planos,1,Mar_2013,2013,Mar,178.049
Vexterna.Longos,Vexterna,Longos,1,Mar_2013,2013,Mar,79.734
Vexterna.Placas,Vexterna,Placas,1,Mar_2013,2013,Mar,435.865
Vexterna.Blocos,Vexterna,Blocos,1,Mar_2013,2013,Mar,54.551
Cexterior.Planos,Cexterior,Planos,1,Mar_2013,2013,Mar,124.325
Cexterior.Longos,Cexterior,Longos,1,Mar_2013,2013,Mar,84.739
Cexterior.Placas,Cexterior,Placas,1,Mar_2013,2013,Mar,471.095
Cexterior.Blocos,Cexterior,Blocos,1,Mar_2013,2013,Mar,38.412
Importacao.Planos,Importacao,Planos,1,Mar_2013,2013,Mar,140.296
Importacao.Longos,Importacao,Longos,1,Mar_2013,2013,Mar,130.771
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Mar_2013,2013,Mar,0.288
Caparente.Planos,Caparente,Planos,1,Mar_2013,2013,Mar,1311.942
Caparente.Longos,Caparente,Longos,1,Mar_2013,2013,Mar,1018.972
Producao.Aco Bruto,Producao,Aco Bruto,2,Abr_2013,2013,Abr,2913.622
Producao.Planos,Producao,Planos,2,Abr_2013,2013,Abr,1233.065
Producao.Longos,Producao,Longos,2,Abr_2013,2013,Abr,978.522
Producao.Placas,Producao,Placas,2,Abr_2013,2013,Abr,386.75
Producao.Blocos,Producao,Blocos,2,Abr_2013,2013,Abr,72.959
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Abr_2013,2013,Abr,2239.881
Vinterna.Planos,Vinterna,Planos,2,Abr_2013,2013,Abr,1137.847
Vinterna.Longos,Vinterna,Longos,2,Abr_2013,2013,Abr,872.457
Vinterna.Placas,Vinterna,Placas,2,Abr_2013,2013,Abr,38.753
Vinterna.Blocos,Vinterna,Blocos,2,Abr_2013,2013,Abr,25.148
Vexterna.Planos,Vexterna,Planos,2,Abr_2013,2013,Abr,98.464
Vexterna.Longos,Vexterna,Longos,2,Abr_2013,2013,Abr,96.27
Vexterna.Placas,Vexterna,Placas,2,Abr_2013,2013,Abr,348.159
Vexterna.Blocos,Vexterna,Blocos,2,Abr_2013,2013,Abr,53.865
Cexterior.Planos,Cexterior,Planos,2,Abr_2013,2013,Abr,184.042
Cexterior.Longos,Cexterior,Longos,2,Abr_2013,2013,Abr,108.62
Cexterior.Placas,Cexterior,Placas,2,Abr_2013,2013,Abr,462.41
Cexterior.Blocos,Cexterior,Blocos,2,Abr_2013,2013,Abr,62.287
Importacao.Planos,Importacao,Planos,2,Abr_2013,2013,Abr,188.103
Importacao.Longos,Importacao,Longos,2,Abr_2013,2013,Abr,141.241
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Abr_2013,2013,Abr,0.523
Caparente.Planos,Caparente,Planos,2,Abr_2013,2013,Abr,1367.514
Caparente.Longos,Caparente,Longos,2,Abr_2013,2013,Abr,1035.119
Producao.Aco Bruto,Producao,Aco Bruto,2,Mai_2013,2013,Mai,2999.775
Producao.Planos,Producao,Planos,2,Mai_2013,2013,Mai,1311.414
Producao.Longos,Producao,Longos,2,Mai_2013,2013,Mai,1043.302
Producao.Placas,Producao,Placas,2,Mai_2013,2013,Mai,346.131
Producao.Blocos,Producao,Blocos,2,Mai_2013,2013,Mai,96.06
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Mai_2013,2013,Mai,2240.067
Vinterna.Planos,Vinterna,Planos,2,Mai_2013,2013,Mai,1228.297
Vinterna.Longos,Vinterna,Longos,2,Mai_2013,2013,Mai,901.171
Vinterna.Placas,Vinterna,Placas,2,Mai_2013,2013,Mai,23.967
Vinterna.Blocos,Vinterna,Blocos,2,Mai_2013,2013,Mai,39.578
Vexterna.Planos,Vexterna,Planos,2,Mai_2013,2013,Mai,87.111
Vexterna.Longos,Vexterna,Longos,2,Mai_2013,2013,Mai,85.212
Vexterna.Placas,Vexterna,Placas,2,Mai_2013,2013,Mai,292.198
Vexterna.Blocos,Vexterna,Blocos,2,Mai_2013,2013,Mai,27.126
Cexterior.Planos,Cexterior,Planos,2,Mai_2013,2013,Mai,148.101
Cexterior.Longos,Cexterior,Longos,2,Mai_2013,2013,Mai,105.754
Cexterior.Placas,Cexterior,Placas,2,Mai_2013,2013,Mai,321.5
Cexterior.Blocos,Cexterior,Blocos,2,Mai_2013,2013,Mai,32.268
Importacao.Planos,Importacao,Planos,2,Mai_2013,2013,Mai,148.586
Importacao.Longos,Importacao,Longos,2,Mai_2013,2013,Mai,116.362
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Mai_2013,2013,Mai,1.496
Caparente.Planos,Caparente,Planos,2,Mai_2013,2013,Mai,1403.178
Caparente.Longos,Caparente,Longos,2,Mai_2013,2013,Mai,1053.642
Producao.Aco Bruto,Producao,Aco Bruto,2,Jun_2013,2013,Jun,2836.535
Producao.Planos,Producao,Planos,2,Jun_2013,2013,Jun,1285.362
Producao.Longos,Producao,Longos,2,Jun_2013,2013,Jun,999.055
Producao.Placas,Producao,Placas,2,Jun_2013,2013,Jun,266.185
Producao.Blocos,Producao,Blocos,2,Jun_2013,2013,Jun,64.101
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Jun_2013,2013,Jun,2123.028
Vinterna.Planos,Vinterna,Planos,2,Jun_2013,2013,Jun,1225.625
Vinterna.Longos,Vinterna,Longos,2,Jun_2013,2013,Jun,854.356
Vinterna.Placas,Vinterna,Placas,2,Jun_2013,2013,Jun,15.375
Vinterna.Blocos,Vinterna,Blocos,2,Jun_2013,2013,Jun,27.977
Vexterna.Planos,Vexterna,Planos,2,Jun_2013,2013,Jun,159.878
Vexterna.Longos,Vexterna,Longos,2,Jun_2013,2013,Jun,95.397
Vexterna.Placas,Vexterna,Placas,2,Jun_2013,2013,Jun,274.882
Vexterna.Blocos,Vexterna,Blocos,2,Jun_2013,2013,Jun,24.618
Cexterior.Planos,Cexterior,Planos,2,Jun_2013,2013,Jun,112.148
Cexterior.Longos,Cexterior,Longos,2,Jun_2013,2013,Jun,110.93
Cexterior.Placas,Cexterior,Placas,2,Jun_2013,2013,Jun,271.33
Cexterior.Blocos,Cexterior,Blocos,2,Jun_2013,2013,Jun,48.553
Importacao.Planos,Importacao,Planos,2,Jun_2013,2013,Jun,133.037
Importacao.Longos,Importacao,Longos,2,Jun_2013,2013,Jun,105.554
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Jun_2013,2013,Jun,1.723
Caparente.Planos,Caparente,Planos,2,Jun_2013,2013,Jun,1375.828
Caparente.Longos,Caparente,Longos,2,Jun_2013,2013,Jun,982.796
Producao.Aco Bruto,Producao,Aco Bruto,3,Jul_2013,2013,Jul,2918.241
Producao.Planos,Producao,Planos,3,Jul_2013,2013,Jul,1251.395
Producao.Longos,Producao,Longos,3,Jul_2013,2013,Jul,1000.841
Producao.Placas,Producao,Placas,3,Jul_2013,2013,Jul,367.807
Producao.Blocos,Producao,Blocos,3,Jul_2013,2013,Jul,111.012
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Jul_2013,2013,Jul,2213.095
Vinterna.Planos,Vinterna,Planos,3,Jul_2013,2013,Jul,1147.725
Vinterna.Longos,Vinterna,Longos,3,Jul_2013,2013,Jul,895.92
Vinterna.Placas,Vinterna,Placas,3,Jul_2013,2013,Jul,21.042
Vinterna.Blocos,Vinterna,Blocos,3,Jul_2013,2013,Jul,31.262
Vexterna.Planos,Vexterna,Planos,3,Jul_2013,2013,Jul,68.841
Vexterna.Longos,Vexterna,Longos,3,Jul_2013,2013,Jul,72.542
Vexterna.Placas,Vexterna,Placas,3,Jul_2013,2013,Jul,283.569
Vexterna.Blocos,Vexterna,Blocos,3,Jul_2013,2013,Jul,18.469
Cexterior.Planos,Cexterior,Planos,3,Jul_2013,2013,Jul,104.512
Cexterior.Longos,Cexterior,Longos,3,Jul_2013,2013,Jul,96.445
Cexterior.Placas,Cexterior,Placas,3,Jul_2013,2013,Jul,235.836
Cexterior.Blocos,Cexterior,Blocos,3,Jul_2013,2013,Jul,31.623
Importacao.Planos,Importacao,Planos,3,Jul_2013,2013,Jul,222.136
Importacao.Longos,Importacao,Longos,3,Jul_2013,2013,Jul,159.089
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Jul_2013,2013,Jul,0.685
Caparente.Planos,Caparente,Planos,3,Jul_2013,2013,Jul,1392.466
Caparente.Longos,Caparente,Longos,3,Jul_2013,2013,Jul,1081.353
Producao.Aco Bruto,Producao,Aco Bruto,3,Ago_2013,2013,Ago,2976.77
Producao.Planos,Producao,Planos,3,Ago_2013,2013,Ago,1270.671
Producao.Longos,Producao,Longos,3,Ago_2013,2013,Ago,986.877
Producao.Placas,Producao,Placas,3,Ago_2013,2013,Ago,395.244
Producao.Blocos,Producao,Blocos,3,Ago_2013,2013,Ago,105.732
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Ago_2013,2013,Ago,2308.4
Vinterna.Planos,Vinterna,Planos,3,Ago_2013,2013,Ago,1220.747
Vinterna.Longos,Vinterna,Longos,3,Ago_2013,2013,Ago,961.467
Vinterna.Placas,Vinterna,Placas,3,Ago_2013,2013,Ago,20.405
Vinterna.Blocos,Vinterna,Blocos,3,Ago_2013,2013,Ago,23.744
Vexterna.Planos,Vexterna,Planos,3,Ago_2013,2013,Ago,70.028
Vexterna.Longos,Vexterna,Longos,3,Ago_2013,2013,Ago,102.664
Vexterna.Placas,Vexterna,Placas,3,Ago_2013,2013,Ago,385.887
Vexterna.Blocos,Vexterna,Blocos,3,Ago_2013,2013,Ago,31.964
Cexterior.Planos,Cexterior,Planos,3,Ago_2013,2013,Ago,77.798
Cexterior.Longos,Cexterior,Longos,3,Ago_2013,2013,Ago,113.427
Cexterior.Placas,Cexterior,Placas,3,Ago_2013,2013,Ago,355.317
Cexterior.Blocos,Cexterior,Blocos,3,Ago_2013,2013,Ago,35.743
Importacao.Planos,Importacao,Planos,3,Ago_2013,2013,Ago,251.937
Importacao.Longos,Importacao,Longos,3,Ago_2013,2013,Ago,84.074
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Ago_2013,2013,Ago,1.259
Caparente.Planos,Caparente,Planos,3,Ago_2013,2013,Ago,1493.575
Caparente.Longos,Caparente,Longos,3,Ago_2013,2013,Ago,1065.464
Producao.Aco Bruto,Producao,Aco Bruto,3,Set_2013,2013,Set,2981.309
Producao.Planos,Producao,Planos,3,Set_2013,2013,Set,1229.652
Producao.Longos,Producao,Longos,3,Set_2013,2013,Set,951.915
Producao.Placas,Producao,Placas,3,Set_2013,2013,Set,423.621
Producao.Blocos,Producao,Blocos,3,Set_2013,2013,Set,90.4
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Set_2013,2013,Set,2244.132
Vinterna.Planos,Vinterna,Planos,3,Set_2013,2013,Set,1183.966
Vinterna.Longos,Vinterna,Longos,3,Set_2013,2013,Set,870.075
Vinterna.Placas,Vinterna,Placas,3,Set_2013,2013,Set,26.662
Vinterna.Blocos,Vinterna,Blocos,3,Set_2013,2013,Set,31.062
Vexterna.Planos,Vexterna,Planos,3,Set_2013,2013,Set,79.065
Vexterna.Longos,Vexterna,Longos,3,Set_2013,2013,Set,111.645
Vexterna.Placas,Vexterna,Placas,3,Set_2013,2013,Set,434.833
Vexterna.Blocos,Vexterna,Blocos,3,Set_2013,2013,Set,37.729
Cexterior.Planos,Cexterior,Planos,3,Set_2013,2013,Set,110.371
Cexterior.Longos,Cexterior,Longos,3,Set_2013,2013,Set,88.327
Cexterior.Placas,Cexterior,Placas,3,Set_2013,2013,Set,382.671
Cexterior.Blocos,Cexterior,Blocos,3,Set_2013,2013,Set,51.299
Importacao.Planos,Importacao,Planos,3,Set_2013,2013,Set,225.803
Importacao.Longos,Importacao,Longos,3,Set_2013,2013,Set,136.439
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Set_2013,2013,Set,1.736
Caparente.Planos,Caparente,Planos,3,Set_2013,2013,Set,1436.087
Caparente.Longos,Caparente,Longos,3,Set_2013,2013,Set,1034.806
Producao.Aco Bruto,Producao,Aco Bruto,4,Out_2013,2013,Out,2980.32
Producao.Planos,Producao,Planos,4,Out_2013,2013,Out,1321.82
Producao.Longos,Producao,Longos,4,Out_2013,2013,Out,987.535
Producao.Placas,Producao,Placas,4,Out_2013,2013,Out,387.633
Producao.Blocos,Producao,Blocos,4,Out_2013,2013,Out,70.15
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Out_2013,2013,Out,2247.802
Vinterna.Planos,Vinterna,Planos,4,Out_2013,2013,Out,1174.449
Vinterna.Longos,Vinterna,Longos,4,Out_2013,2013,Out,910.648
Vinterna.Placas,Vinterna,Placas,4,Out_2013,2013,Out,27.578
Vinterna.Blocos,Vinterna,Blocos,4,Out_2013,2013,Out,28.272
Vexterna.Planos,Vexterna,Planos,4,Out_2013,2013,Out,64.469
Vexterna.Longos,Vexterna,Longos,4,Out_2013,2013,Out,83.208
Vexterna.Placas,Vexterna,Placas,4,Out_2013,2013,Out,375.146
Vexterna.Blocos,Vexterna,Blocos,4,Out_2013,2013,Out,20.39
Cexterior.Planos,Cexterior,Planos,4,Out_2013,2013,Out,67.408
Cexterior.Longos,Cexterior,Longos,4,Out_2013,2013,Out,121.166
Cexterior.Placas,Cexterior,Placas,4,Out_2013,2013,Out,529.098
Cexterior.Blocos,Cexterior,Blocos,4,Out_2013,2013,Out,33.046
Importacao.Planos,Importacao,Planos,4,Out_2013,2013,Out,260.754
Importacao.Longos,Importacao,Longos,4,Out_2013,2013,Out,152.227
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Out_2013,2013,Out,0.411
Caparente.Planos,Caparente,Planos,4,Out_2013,2013,Out,1464.259
Caparente.Longos,Caparente,Longos,4,Out_2013,2013,Out,1084.536
Producao.Aco Bruto,Producao,Aco Bruto,4,Nov_2013,2013,Nov,2727.559
Producao.Planos,Producao,Planos,4,Nov_2013,2013,Nov,1218.682
Producao.Longos,Producao,Longos,4,Nov_2013,2013,Nov,980.75
Producao.Placas,Producao,Placas,4,Nov_2013,2013,Nov,376.777
Producao.Blocos,Producao,Blocos,4,Nov_2013,2013,Nov,71.643
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Nov_2013,2013,Nov,2055.209
Vinterna.Planos,Vinterna,Planos,4,Nov_2013,2013,Nov,1082.22
Vinterna.Longos,Vinterna,Longos,4,Nov_2013,2013,Nov,812.781
Vinterna.Placas,Vinterna,Placas,4,Nov_2013,2013,Nov,22.1
Vinterna.Blocos,Vinterna,Blocos,4,Nov_2013,2013,Nov,23.543
Vexterna.Planos,Vexterna,Planos,4,Nov_2013,2013,Nov,108.985
Vexterna.Longos,Vexterna,Longos,4,Nov_2013,2013,Nov,86.943
Vexterna.Placas,Vexterna,Placas,4,Nov_2013,2013,Nov,361.155
Vexterna.Blocos,Vexterna,Blocos,4,Nov_2013,2013,Nov,42.921
Cexterior.Planos,Cexterior,Planos,4,Nov_2013,2013,Nov,84.19
Cexterior.Longos,Cexterior,Longos,4,Nov_2013,2013,Nov,104.472
Cexterior.Placas,Cexterior,Placas,4,Nov_2013,2013,Nov,406.171
Cexterior.Blocos,Cexterior,Blocos,4,Nov_2013,2013,Nov,27.434
Importacao.Planos,Importacao,Planos,4,Nov_2013,2013,Nov,139.008
Importacao.Longos,Importacao,Longos,4,Nov_2013,2013,Nov,165.522
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Nov_2013,2013,Nov,1.005
Caparente.Planos,Caparente,Planos,4,Nov_2013,2013,Nov,1244.318
Caparente.Longos,Caparente,Longos,4,Nov_2013,2013,Nov,995.462
Producao.Aco Bruto,Producao,Aco Bruto,4,Dez_2013,2013,Dez,2625.874
Producao.Planos,Producao,Planos,4,Dez_2013,2013,Dez,1283.216
Producao.Longos,Producao,Longos,4,Dez_2013,2013,Dez,740.392
Producao.Placas,Producao,Placas,4,Dez_2013,2013,Dez,416.16
Producao.Blocos,Producao,Blocos,4,Dez_2013,2013,Dez,82.57
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Dez_2013,2013,Dez,2193.517
Vinterna.Planos,Vinterna,Planos,4,Dez_2013,2013,Dez,1031.811
Vinterna.Longos,Vinterna,Longos,4,Dez_2013,2013,Dez,654.649
Vinterna.Placas,Vinterna,Placas,4,Dez_2013,2013,Dez,18.803
Vinterna.Blocos,Vinterna,Blocos,4,Dez_2013,2013,Dez,15.503
Vexterna.Planos,Vexterna,Planos,4,Dez_2013,2013,Dez,223.571
Vexterna.Longos,Vexterna,Longos,4,Dez_2013,2013,Dez,109.378
Vexterna.Placas,Vexterna,Placas,4,Dez_2013,2013,Dez,349.81
Vexterna.Blocos,Vexterna,Blocos,4,Dez_2013,2013,Dez,75.281
Cexterior.Planos,Cexterior,Planos,4,Dez_2013,2013,Dez,129.903
Cexterior.Longos,Cexterior,Longos,4,Dez_2013,2013,Dez,93.115
Cexterior.Placas,Cexterior,Placas,4,Dez_2013,2013,Dez,353.34
Cexterior.Blocos,Cexterior,Blocos,4,Dez_2013,2013,Dez,23.23
Importacao.Planos,Importacao,Planos,4,Dez_2013,2013,Dez,117.529
Importacao.Longos,Importacao,Longos,4,Dez_2013,2013,Dez,103.031
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Dez_2013,2013,Dez,0.204
Caparente.Planos,Caparente,Planos,4,Dez_2013,2013,Dez,1169.231
Caparente.Longos,Caparente,Longos,4,Dez_2013,2013,Dez,769.865
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2014,2014,Jan,2763.0
Producao.Planos,Producao,Planos,1,Jan_2014,2014,Jan,1140.996
Producao.Longos,Producao,Longos,1,Jan_2014,2014,Jan,885.781
Producao.Placas,Producao,Placas,1,Jan_2014,2014,Jan,365.396
Producao.Blocos,Producao,Blocos,1,Jan_2014,2014,Jan,22.49
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2014,2014,Jan,2102.952
Vinterna.Planos,Vinterna,Planos,1,Jan_2014,2014,Jan,1044.835
Vinterna.Longos,Vinterna,Longos,1,Jan_2014,2014,Jan,771.0
Vinterna.Placas,Vinterna,Placas,1,Jan_2014,2014,Jan,17.652
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2014,2014,Jan,9.054
Vexterna.Planos,Vexterna,Planos,1,Jan_2014,2014,Jan,109.857
Vexterna.Longos,Vexterna,Longos,1,Jan_2014,2014,Jan,93.452
Vexterna.Placas,Vexterna,Placas,1,Jan_2014,2014,Jan,312.986
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2014,2014,Jan,41.528
Cexterior.Planos,Cexterior,Planos,1,Jan_2014,2014,Jan,207.508
Cexterior.Longos,Cexterior,Longos,1,Jan_2014,2014,Jan,141.885
Cexterior.Placas,Cexterior,Placas,1,Jan_2014,2014,Jan,395.823
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2014,2014,Jan,59.294
Importacao.Planos,Importacao,Planos,1,Jan_2014,2014,Jan,159.807
Importacao.Longos,Importacao,Longos,1,Jan_2014,2014,Jan,150.924
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2014,2014,Jan,0.521
Caparente.Planos,Caparente,Planos,1,Jan_2014,2014,Jan,1223.523
Caparente.Longos,Caparente,Longos,1,Jan_2014,2014,Jan,927.046
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2014,2014,Fev,2622.0
Producao.Planos,Producao,Planos,1,Fev_2014,2014,Fev,1100.992
Producao.Longos,Producao,Longos,1,Fev_2014,2014,Fev,897.332
Producao.Placas,Producao,Placas,1,Fev_2014,2014,Fev,383.793
